date,open,high,low,close,volume
2010-11-15,0.98868,0.99187,0.98113,0.98327,157088
2010-11-16,0.98327,0.9892,0.97234,0.97608,204508
2010-11-17,0.97605,0.98335,0.97248,0.98141,167976
2010-11-18,0.98138,0.99047,0.98056,0.99047,149157
2010-11-19,0.99048,0.99106,0.98115,0.98557,137904
2010-11-21,0.98743,0.99011,0.98743,0.98998,2069
2010-11-22,0.99001,0.99531,0.98224,0.9864,134217
2010-11-23,0.9864,0.98808,0.97072,0.97435,200916
2010-11-24,0.97437,0.9852,0.97375,0.98457,187287
2010-11-25,0.98456,0.98458,0.97604,0.97696,117877
2010-11-26,0.97696,0.97783,0.96113,0.96404,155603
2010-11-28,0.96698,0.96873,0.96561,0.96579,3552
2010-11-29,0.96581,0.96985,0.95655,0.9606,180901
2010-11-30,0.9606,0.96594,0.95427,0.9595,189877
2010-12-01,0.9595,0.9697,0.95359,0.96579,190722
2010-12-02,0.96578,0.97773,0.96191,0.97686,171776
2010-12-03,0.97686,0.99374,0.9738,0.99211,142691
2010-12-05,0.98984,0.99255,0.98981,0.99171,3319
2010-12-06,0.99173,0.99231,0.9848,0.9882,125917
2010-12-07,0.9882,0.99643,0.98214,0.98312,157809
2010-12-08,0.98312,0.98549,0.97512,0.97888,171071
2010-12-09,0.97889,0.98831,0.97793,0.98412,165409
2010-12-10,0.98411,0.98961,0.98269,0.98504,115008
2010-12-12,0.98355,0.98413,0.9831,0.98381,1681
2010-12-13,0.98382,0.99838,0.98379,0.99485,103643
2010-12-14,0.99485,1.00242,0.99416,0.99688,147699
2010-12-15,0.99687,0.99715,0.98398,0.98695,155054
2010-12-16,0.98699,0.99061,0.98298,0.98917,137826
2010-12-17,0.98915,0.99255,0.98394,0.98805,115936
2010-12-19,0.98813,0.98813,0.98591,0.9878,1369
2010-12-20,0.98779,0.99481,0.98618,0.99265,114853
2010-12-21,0.99267,0.99921,0.99167,0.99633,110636
2010-12-22,0.99633,1.00095,0.99493,0.99901,105779
2010-12-23,0.99904,1.00653,0.99851,1.00367,82851
2010-12-24,1.00365,1.00484,1.00215,1.0041,17010
2010-12-26,1.00247,1.00302,0.99933,1,2213
2010-12-27,1.00002,1.00569,0.99867,1.00566,43110
2010-12-28,1.00566,1.01509,1.0053,1.00927,104946
2010-12-29,1.00928,1.01821,1.00886,1.01721,83438
2010-12-30,1.01721,1.01969,1.01172,1.01558,82663
2010-12-31,1.01558,1.02563,1.015,1.02329,41958
2011-01-02,1.02105,1.02231,1.02021,1.02115,1832
2011-01-03,1.02116,1.0222,1.01479,1.0166,50426
2011-01-04,1.01656,1.01701,1.00272,1.00685,124095
2011-01-05,1.00689,1.0075,0.99591,0.99972,143952
2011-01-06,0.99972,1.0014,0.99188,0.99285,134939
2011-01-07,0.99285,0.99913,0.99,0.99638,131118
2011-01-09,0.99312,0.99548,0.99303,0.9951,1592
2011-01-10,0.99515,0.99813,0.98816,0.99463,127996
2011-01-11,0.99464,0.99482,0.98028,0.98213,155792
2011-01-12,0.98213,0.99649,0.98187,0.99566,146138
2011-01-13,0.99566,1.00192,0.99117,0.99789,141414
2011-01-14,0.99789,0.99856,0.98552,0.98955,123192
2011-01-16,0.99021,0.99155,0.98987,0.9907,1794
2011-01-17,0.9907,0.99678,0.98612,0.99266,86607
2011-01-18,0.99266,1.00041,0.98965,0.9973,136143
2011-01-19,0.99729,1.00763,0.99647,0.99674,152177
2011-01-20,0.99673,0.99803,0.98312,0.98541,151886
2011-01-21,0.98541,0.99171,0.98382,0.98966,109158
2011-01-23,0.98834,0.98962,0.98796,0.98931,1805
2011-01-24,0.98931,1.00211,0.98617,0.99737,100512
2011-01-25,0.99735,0.99921,0.98883,0.995,158575
2011-01-26,0.995,0.99971,0.99283,0.9993,129805
2011-01-27,0.99932,1,0.98748,0.98952,147669
2011-01-28,0.98953,0.99847,0.98827,0.99272,131143
2011-01-30,0.99083,0.99096,0.9866,0.98681,6151
2011-01-31,0.98682,0.99884,0.98653,0.99717,129287
2011-02-01,0.99719,1.01472,0.99643,1.01098,149510
2011-02-02,1.01097,1.01331,1.00545,1.01135,118851
2011-02-03,1.01135,1.01623,1.00819,1.0145,127848
2011-02-04,1.01452,1.01993,1.01102,1.014,114954
2011-02-06,1.01278,1.01303,1.0123,1.01235,852
2011-02-07,1.01236,1.016,1.01039,1.01311,114353
2011-02-08,1.0131,1.01882,1.01134,1.01482,123784
2011-02-09,1.01482,1.01508,1.00873,1.01061,123164
2011-02-10,1.01061,1.01385,1.00015,1.00126,131962
2011-02-11,1.00129,1.00316,0.99593,1.00192,109649
2011-02-13,1.00029,1.00155,1.00029,1.00143,2462
2011-02-14,1.00142,1.00731,1.0002,1.0018,99256
2011-02-15,1.00185,1.0057,0.99429,0.9971,117816
2011-02-16,0.9971,1.00551,0.9964,1.00315,144408
2011-02-17,1.00315,1.01291,1.00214,1.01181,106423
2011-02-18,1.01181,1.01569,1.00871,1.01444,94852
2011-02-20,1.0134,1.01503,1.0133,1.01421,2080
2011-02-21,1.01422,1.01425,1.0071,1.0083,63000
2011-02-22,1.0083,1.0083,0.99657,1.00001,144573
2011-02-23,1.00001,1.00583,0.99813,1.00258,122535
2011-02-24,1.0026,1.01223,1.00002,1.01044,134114
2011-02-25,1.01053,1.01763,1.00897,1.01743,91336
2011-02-27,1.01603,1.0165,1.0135,1.01399,1973
2011-02-28,1.01399,1.01922,1.0119,1.01855,96841
2011-03-01,1.01854,1.02013,1.01216,1.01329,109084
2011-03-02,1.01327,1.01814,1.00843,1.01599,107722
2011-03-03,1.016,1.0188,1.01127,1.01256,95191
2011-03-04,1.01256,1.01439,1.00742,1.0136,87592
2011-03-06,1.01397,1.0158,1.01377,1.01435,2059
2011-03-07,1.01437,1.01841,1.009,1.01187,88117
2011-03-08,1.0119,1.0133,1.00526,1.00861,100070
2011-03-09,1.0086,1.01313,1.00592,1.00941,84323
2011-03-10,1.0094,1.01165,0.99896,1.00154,130013
2011-03-11,1.00154,1.01576,0.99675,1.01486,126985
2011-03-13,1.01445,1.01445,1.00895,1.0099,5542
2011-03-14,1.00988,1.01162,1.00461,1.01008,131807
2011-03-15,1.01008,1.0103,0.98144,0.98915,207830
2011-03-16,0.98915,0.99626,0.97016,0.97853,199128
2011-03-17,0.97857,0.9873,0.9758,0.97855,151589
2011-03-18,0.97853,0.99776,0.97799,0.99689,117687
2011-03-20,0.9954,0.99734,0.9949,0.99734,3464
2011-03-21,0.99752,1.00686,0.99513,1.0056,82048
2011-03-22,1.00562,1.01272,1.00362,1.00863,88495
2011-03-23,1.00861,1.01554,1.00633,1.0128,102377
2011-03-24,1.01282,1.02275,1.01117,1.01985,100254
2011-03-25,1.0199,1.02931,1.0187,1.02529,90185
2011-03-27,1.0238,1.0262,1.02313,1.02535,5586
2011-03-28,1.02535,1.03131,1.02246,1.02323,85036
2011-03-29,1.02326,1.03072,1.02035,1.03041,78440
2011-03-30,1.03043,1.03363,1.02682,1.03158,89269
2011-03-31,1.03158,1.03721,1.03109,1.03175,90579
2011-04-01,1.03175,1.0389,1.03143,1.03834,92848
2011-04-03,1.0394,1.04025,1.03819,1.03891,4933
2011-04-04,1.03892,1.0416,1.03351,1.03497,76223
2011-04-05,1.03495,1.03651,1.02871,1.03329,107483
2011-04-06,1.03332,1.04501,1.0328,1.04367,95511
2011-04-07,1.04367,1.05071,1.0411,1.04541,110044
2011-04-08,1.04541,1.0551,1.04521,1.05333,88825
2011-04-10,1.05602,1.05745,1.05503,1.05744,6226
2011-04-11,1.05744,1.05797,1.04714,1.04828,92050
2011-04-12,1.04829,1.0522,1.03884,1.04704,138340
2011-04-13,1.04707,1.0538,1.04275,1.04926,115724
2011-04-14,1.04926,1.05495,1.04564,1.05438,123817
2011-04-15,1.05439,1.05774,1.05098,1.05595,91819
2011-04-17,1.0554,1.05665,1.05355,1.05478,5389
2011-04-18,1.05481,1.05717,1.04531,1.04893,129556
2011-04-19,1.0489,1.0553,1.04421,1.05411,119681
2011-04-20,1.05411,1.07156,1.0539,1.06913,122625
2011-04-21,1.06913,1.07735,1.06845,1.07455,105243
2011-04-22,1.07454,1.07545,1.07192,1.07392,17440
2011-04-24,1.0743,1.07741,1.0743,1.07704,2958
2011-04-25,1.07705,1.07735,1.06833,1.07152,45544
2011-04-26,1.07152,1.0822,1.06761,1.08188,95954
2011-04-27,1.08185,1.08776,1.07767,1.08715,107685
2011-04-28,1.08715,1.09462,1.08618,1.09309,116087
2011-04-29,1.09306,1.09762,1.08806,1.09596,68822
2011-05-01,1.0971,1.09923,1.09292,1.09628,9099
2011-05-02,1.09631,1.10108,1.09206,1.09331,94745
2011-05-03,1.0933,1.09434,1.08303,1.08625,123304
2011-05-04,1.08625,1.0876,1.07247,1.0733,151294
2011-05-05,1.07331,1.077,1.05354,1.06205,188142
2011-05-06,1.06205,1.0802,1.06102,1.06915,202001
2011-05-08,1.07165,1.0748,1.06948,1.07445,7369
2011-05-09,1.07445,1.08111,1.07072,1.07885,156224
2011-05-10,1.07886,1.08547,1.07351,1.08385,154495
2011-05-11,1.08386,1.08878,1.06634,1.06909,168258
2011-05-12,1.06909,1.07044,1.05661,1.06572,206469
2011-05-13,1.06574,1.07152,1.05192,1.05647,163932
2011-05-15,1.05665,1.05799,1.05394,1.05505,7119
2011-05-16,1.05505,1.06412,1.05123,1.05614,168396
2011-05-17,1.05614,1.0637,1.05042,1.06255,194576
2011-05-18,1.06255,1.06647,1.0568,1.0634,165928
2011-05-19,1.0634,1.06801,1.05934,1.0669,160472
2011-05-20,1.06689,1.07099,1.06091,1.06714,148213
2011-05-22,1.06428,1.0655,1.06181,1.06353,9875
2011-05-23,1.06353,1.06393,1.04779,1.04957,188736
2011-05-24,1.04957,1.0582,1.04923,1.0554,167118
2011-05-25,1.0554,1.05599,1.04394,1.05098,187659
2011-05-26,1.05098,1.0647,1.0509,1.06303,171712
2011-05-27,1.06303,1.0718,1.06075,1.06909,184832
2011-05-29,1.07193,1.07223,1.06936,1.06958,2969
2011-05-30,1.06954,1.07273,1.06734,1.07187,42781
2011-05-31,1.07187,1.0756,1.06416,1.06851,162057
2011-06-01,1.06851,1.0752,1.05931,1.06157,210567
2011-06-02,1.06155,1.06882,1.05865,1.06826,214213
2011-06-03,1.06826,1.07738,1.05936,1.07196,166503
2011-06-05,1.07073,1.07559,1.07023,1.07551,5133
2011-06-06,1.07551,1.07664,1.06911,1.07282,147111
2011-06-07,1.07282,1.07514,1.06706,1.07031,145798
2011-06-08,1.07035,1.07106,1.05876,1.06454,159408
2011-06-09,1.06454,1.06623,1.0562,1.06368,147960
2011-06-10,1.06368,1.06522,1.05245,1.05471,153692
2011-06-12,1.05247,1.05436,1.05228,1.05356,5134
2011-06-13,1.05356,1.06362,1.0528,1.06111,143821
2011-06-14,1.06111,1.07145,1.05675,1.06858,155307
2011-06-15,1.06859,1.07132,1.05342,1.05867,174672
2011-06-16,1.05867,1.0587,1.04768,1.05634,205190
2011-06-17,1.05634,1.06341,1.05046,1.06159,172340
2011-06-19,1.06026,1.06166,1.05853,1.05867,5253
2011-06-20,1.05867,1.06157,1.0495,1.06005,133260
2011-06-21,1.06005,1.06189,1.0531,1.05911,148988
2011-06-22,1.05911,1.06494,1.05444,1.05563,154701
2011-06-23,1.05568,1.05662,1.0454,1.05406,196827
2011-06-24,1.05406,1.05996,1.04852,1.04985,168738
2011-06-26,1.04836,1.04872,1.04546,1.04671,9540
2011-06-27,1.04671,1.04703,1.03893,1.04633,179151
2011-06-28,1.04633,1.05462,1.0435,1.05458,173706
2011-06-29,1.05457,1.07019,1.05184,1.06919,183199
2011-06-30,1.06919,1.07496,1.06847,1.0692,159652
2011-07-01,1.0692,1.0789,1.06727,1.07802,148698
2011-07-03,1.07748,1.07837,1.07669,1.07752,4374
2011-07-04,1.07753,1.07853,1.07111,1.07404,94557
2011-07-05,1.07404,1.07404,1.06629,1.06901,151358
2011-07-06,1.06902,1.07322,1.06532,1.07056,162574
2011-07-07,1.07057,1.07791,1.06851,1.07715,148813
2011-07-08,1.07714,1.0787,1.07031,1.07534,149921
2011-07-10,1.07146,1.07316,1.07095,1.07205,8674
2011-07-11,1.07204,1.07266,1.06262,1.06394,177149
2011-07-12,1.06397,1.06423,1.05245,1.06159,244829
2011-07-13,1.0616,1.07981,1.05822,1.07826,197098
2011-07-14,1.07828,1.07855,1.06932,1.07316,213021
2011-07-15,1.07315,1.07454,1.0618,1.06466,169573
2011-07-17,1.06405,1.06535,1.06295,1.06434,5992
2011-07-18,1.06431,1.06431,1.05594,1.06341,170072
2011-07-19,1.06341,1.0743,1.06074,1.07356,169101
2011-07-20,1.07356,1.07723,1.07095,1.07622,143495
2011-07-21,1.07621,1.08562,1.0693,1.08381,169742
2011-07-22,1.08381,1.08737,1.0819,1.08486,115722
2011-07-24,1.08418,1.08607,1.08142,1.08228,8007
2011-07-25,1.08229,1.08762,1.07942,1.08377,125609
2011-07-26,1.08376,1.09681,1.08201,1.09498,147992
2011-07-27,1.09496,1.10792,1.0932,1.10301,163800
2011-07-28,1.10301,1.10743,1.09751,1.09901,150369
2011-07-29,1.09901,1.10159,1.09097,1.09847,169208
2011-07-31,1.10045,1.10249,1.09889,1.10125,7971
2011-08-01,1.10127,1.1064,1.09213,1.09918,159453
2011-08-02,1.09919,1.10061,1.07309,1.07453,194018
2011-08-03,1.07453,1.07848,1.06781,1.07526,206555
2011-08-04,1.07528,1.07529,1.04234,1.04445,253811
2011-08-05,1.04445,1.05259,1.0374,1.04651,275884
2011-08-07,1.04359,1.04553,1.03741,1.03896,20246
2011-08-08,1.03896,1.04369,1.01068,1.01509,309243
2011-08-09,1.01509,1.04115,0.99257,1.03373,376115
2011-08-10,1.03373,1.03809,1.01234,1.01439,223253
2011-08-11,1.01439,1.03582,1.01098,1.03313,206140
2011-08-12,1.03311,1.03611,1.02442,1.03504,146082
2011-08-14,1.03595,1.04081,1.03502,1.04081,6129
2011-08-15,1.0408,1.05118,1.03862,1.04852,108667
2011-08-16,1.04853,1.05053,1.0405,1.04716,140733
2011-08-17,1.04716,1.06006,1.04322,1.05531,125519
2011-08-18,1.05534,1.05551,1.03251,1.03286,163751
2011-08-19,1.03286,1.04801,1.03141,1.04026,150261
2011-08-21,1.03793,1.0388,1.0361,1.03851,4929
2011-08-22,1.03851,1.04718,1.03729,1.0392,121833
2011-08-23,1.03923,1.05332,1.03856,1.05143,127677
2011-08-24,1.05148,1.0522,1.04461,1.04607,121537
2011-08-25,1.04607,1.05122,1.04161,1.04676,131525
2011-08-26,1.04674,1.05915,1.04613,1.05773,115971
2011-08-28,1.05824,1.05834,1.05591,1.05722,4991
2011-08-29,1.05722,1.0678,1.0572,1.06675,78045
2011-08-30,1.06675,1.07191,1.06202,1.06775,105275
2011-08-31,1.06775,1.07196,1.06503,1.06818,98160
2011-09-01,1.06815,1.07626,1.06592,1.07172,50356
2011-09-02,1.07167,1.07317,1.06252,1.06533,37533
2011-09-04,1.06144,1.06157,1.05842,1.06005,7694
2011-09-05,1.06004,1.06054,1.05085,1.05162,89959
2011-09-06,1.05162,1.06259,1.04812,1.05247,161015
2011-09-07,1.05247,1.06603,1.05223,1.06449,114033
2011-09-08,1.06449,1.06595,1.05649,1.05803,127654
2011-09-09,1.05802,1.0634,1.04203,1.04543,136319
2011-09-11,1.04327,1.04397,1.03949,1.04018,7891
2011-09-12,1.0402,1.04157,1.02546,1.03281,171035
2011-09-13,1.03283,1.03743,1.02613,1.03182,168274
2011-09-14,1.03182,1.03702,1.01768,1.02692,191915
2011-09-15,1.02693,1.03457,1.01815,1.03327,162373
2011-09-16,1.03327,1.03972,1.02937,1.03667,137819
2011-09-18,1.03053,1.03137,1.02802,1.02895,9878
2011-09-19,1.02896,1.03057,1.01472,1.0182,155051
2011-09-20,1.01821,1.03114,1.01683,1.02555,166713
2011-09-21,1.02555,1.0291,1.00265,1.00526,181065
2011-09-22,1.00526,1.00719,0.96898,0.98055,257700
2011-09-23,0.98055,0.98659,0.96714,0.97658,240485
2011-09-25,0.97968,0.9836,0.97595,0.98234,15837
2011-09-26,0.98234,0.98476,0.9621,0.9798,286603
2011-09-27,0.97978,0.99849,0.97754,0.99015,205356
2011-09-28,0.99016,0.9954,0.97101,0.97194,231835
2011-09-29,0.97194,0.98779,0.97005,0.97735,252149
2011-09-30,0.97735,0.9808,0.967,0.96741,212380
2011-10-02,0.96672,0.96992,0.96591,0.96715,8194
2011-10-03,0.96718,0.9686,0.94949,0.95175,229410
2011-10-04,0.95175,0.95924,0.93864,0.95405,293114
2011-10-05,0.95405,0.96669,0.94864,0.96325,234855
2011-10-06,0.96325,0.97665,0.96208,0.97469,224684
2011-10-07,0.97469,0.98783,0.97285,0.97776,195137
2011-10-09,0.97558,0.97848,0.97516,0.97848,6215
2011-10-10,0.97848,1.00137,0.97794,0.99665,176488
2011-10-11,0.99665,1.00027,0.99047,0.9938,196912
2011-10-12,0.9938,1.02054,0.98645,1.01429,194800
2011-10-13,1.01427,1.02307,1.01004,1.01681,206779
2011-10-14,1.01682,1.03419,1.01435,1.03416,163340
2011-10-16,1.03222,1.034,1.03058,1.0314,6619
2011-10-17,1.03143,1.03704,1.0147,1.01812,182020
2011-10-18,1.01808,1.03259,1.0117,1.024,235467
2011-10-19,1.024,1.03521,1.02039,1.02454,206062
2011-10-20,1.02453,1.02976,1.01462,1.02389,255632
2011-10-21,1.02389,1.03636,1.0202,1.03474,186366
2011-10-23,1.03386,1.03449,1.03141,1.03278,8147
2011-10-24,1.0328,1.04995,1.03212,1.04577,190591
2011-10-25,1.04579,1.04959,1.03963,1.04205,213506
2011-10-26,1.04205,1.0434,1.03198,1.04015,222835
2011-10-27,1.04013,1.0752,1.03874,1.07123,235338
2011-10-28,1.07122,1.07309,1.06542,1.07104,178608
2011-10-30,1.07096,1.07152,1.06642,1.06676,4059
2011-10-31,1.06677,1.06962,1.05058,1.05416,175581
2011-11-01,1.05417,1.05656,1.02696,1.03049,253608
2011-11-02,1.03049,1.04265,1.0244,1.02513,215757
2011-11-03,1.0251,1.0445,1.02017,1.04148,235172
2011-11-04,1.04148,1.04386,1.03142,1.03831,175289
2011-11-06,1.03911,1.04251,1.03874,1.03906,4693
2011-11-07,1.03967,1.0409,1.02748,1.03601,163338
2011-11-08,1.03603,1.04036,1.02806,1.03758,183638
2011-11-09,1.03758,1.0397,1.01164,1.01363,226816
2011-11-10,1.01363,1.02079,1.00506,1.01509,222729
2011-11-11,1.0151,1.0303,1.01044,1.02833,160584
2011-11-13,1.03196,1.034,1.03065,1.033,3554
2011-11-14,1.033,1.03346,1.016,1.0203,185404
2011-11-15,1.02032,1.02258,1.0112,1.01405,207180
2011-11-16,1.01408,1.01833,1.00327,1.00496,239712
2011-11-17,1.00496,1.01166,0.99726,0.99814,260692
2011-11-18,0.99812,1.01069,0.99633,1.00125,218976
2011-11-20,1.00014,1.00125,0.99641,0.99915,6001
2011-11-21,0.99948,0.99959,0.9808,0.98508,238844
2011-11-22,0.98506,0.98979,0.98122,0.9847,231561
2011-11-23,0.9847,0.98557,0.96627,0.96964,241900
2011-11-24,0.96964,0.97845,0.96944,0.97022,160413
2011-11-25,0.97024,0.97726,0.96661,0.96964,187609
2011-11-27,0.97981,0.9853,0.97884,0.98256,9610
2011-11-28,0.98282,0.99754,0.9802,0.99064,215650
2011-11-29,0.99064,1.00765,0.98622,1.00155,235229
2011-11-30,1.00153,1.03288,0.99419,1.02512,235145
2011-12-01,1.02512,1.02649,1.01496,1.02196,192635
2011-12-02,1.02198,1.03243,1.0204,1.0211,161967
2011-12-04,1.0241,1.02569,1.02195,1.02379,4349
2011-12-05,1.02367,1.03036,1.02012,1.02548,176101
2011-12-06,1.02548,1.02665,1.0155,1.02467,174867
2011-12-07,1.02467,1.03033,1.02324,1.02752,158464
2011-12-08,1.02755,1.03789,1.01448,1.01763,203080
2011-12-09,1.01761,1.02236,1.00471,1.02144,233700
2011-12-11,1.02051,1.02099,1.01877,1.0204,3867
2011-12-12,1.02043,1.02066,1.0032,1.00382,220913
2011-12-13,1.00382,1.01621,0.99792,0.99856,236961
2011-12-14,0.99856,1.00443,0.98833,0.99002,241182
2011-12-15,0.99001,0.99881,0.98603,0.99367,232889
2011-12-16,0.9937,1.00269,0.99351,0.99668,214307
2011-12-18,0.99813,0.99815,0.99533,0.99569,4483
2011-12-19,0.99611,0.99687,0.98822,0.99157,209810
2011-12-20,0.99157,1.00937,0.99096,1.00759,191054
2011-12-21,1.00757,1.02182,1.00504,1.00673,228128
2011-12-22,1.00675,1.01475,1.00598,1.01325,172586
2011-12-23,1.01322,1.018,1.01297,1.01389,95579
2011-12-26,1.01627,1.01707,1.01523,1.01565,4507
2011-12-27,1.01559,1.01744,1.01371,1.01446,69804
2011-12-28,1.01448,1.02015,1.007,1.0075,115019
2011-12-29,1.0075,1.01443,1.00429,1.01376,130454
2011-12-30,1.01375,1.02672,1.01361,1.02126,103199
2012-01-02,1.02147,1.0255,1.0193,1.02497,8376
2012-01-03,1.02493,1.03853,1.02491,1.03681,99787
2012-01-04,1.03681,1.03725,1.03032,1.03397,158443
2012-01-05,1.03397,1.03424,1.02309,1.02496,193552
2012-01-06,1.02498,1.02727,1.02009,1.02256,159364
2012-01-08,1.02084,1.02092,1.01803,1.01959,5323
2012-01-09,1.01986,1.0256,1.01441,1.02506,154295
2012-01-10,1.02508,1.03504,1.02501,1.0296,144271
2012-01-11,1.02962,1.03272,1.02616,1.03146,145238
2012-01-12,1.03143,1.03767,1.02851,1.03324,158649
2012-01-13,1.03322,1.03665,1.02312,1.03212,179382
2012-01-15,1.02855,1.03025,1.02745,1.02785,4970
2012-01-16,1.02785,1.03363,1.0253,1.03191,104431
2012-01-17,1.0319,1.04486,1.03184,1.03819,169063
2012-01-18,1.0382,1.04364,1.03576,1.04152,182887
2012-01-19,1.04155,1.04326,1.03701,1.04119,163524
2012-01-20,1.04117,1.04873,1.0382,1.04843,146416
2012-01-22,1.04774,1.04924,1.04605,1.04656,3382
2012-01-23,1.04657,1.05722,1.04576,1.05262,133022
2012-01-24,1.05262,1.05312,1.0427,1.04785,151080
2012-01-25,1.04786,1.06186,1.0436,1.059,188446
2012-01-26,1.05902,1.06866,1.0588,1.06096,158931
2012-01-27,1.06098,1.06686,1.05912,1.0649,172797
2012-01-29,1.0635,1.06519,1.06253,1.06336,4645
2012-01-30,1.06336,1.06356,1.05253,1.05855,172590
2012-01-31,1.05859,1.06836,1.05762,1.06051,196007
2012-02-01,1.06055,1.07393,1.05681,1.07152,184145
2012-02-02,1.07152,1.07557,1.06784,1.07011,174989
2012-02-03,1.0701,1.0793,1.06706,1.07681,175755
2012-02-05,1.07512,1.07661,1.0735,1.07501,4374
2012-02-06,1.07503,1.07562,1.06819,1.07189,152697
2012-02-07,1.07186,1.08217,1.07004,1.0793,189311
2012-02-08,1.07933,1.08432,1.07667,1.07848,172198
2012-02-09,1.0785,1.08234,1.07372,1.07662,206567
2012-02-10,1.0766,1.07735,1.0639,1.06737,177737
2012-02-12,1.0682,1.0723,1.06766,1.07081,9291
2012-02-13,1.07084,1.07772,1.06855,1.07025,160378
2012-02-14,1.07025,1.0732,1.06279,1.06988,182496
2012-02-15,1.06986,1.07753,1.0667,1.0684,197281
2012-02-16,1.0684,1.07724,1.06447,1.0749,211171
2012-02-17,1.07492,1.07986,1.06875,1.07015,147190
2012-02-19,1.07675,1.08148,1.07632,1.07979,12456
2012-02-20,1.07979,1.07999,1.07133,1.07227,99076
2012-02-21,1.07229,1.07486,1.0644,1.06719,183710
2012-02-22,1.06721,1.06851,1.06039,1.06321,179960
2012-02-23,1.06321,1.07374,1.05962,1.07265,168791
2012-02-24,1.07263,1.07539,1.06861,1.06923,152848
2012-02-26,1.07021,1.07151,1.06843,1.06926,9865
2012-02-27,1.06926,1.07834,1.06494,1.07569,151870
2012-02-28,1.07567,1.07982,1.07279,1.07978,156118
2012-02-29,1.07978,1.08552,1.07144,1.0742,199718
2012-03-01,1.0742,1.08162,1.07239,1.08087,172564
2012-03-02,1.08085,1.08155,1.07261,1.07298,142057
2012-03-04,1.07391,1.07424,1.0719,1.0719,3658
2012-03-05,1.07187,1.07386,1.0655,1.06733,144690
2012-03-06,1.06733,1.06903,1.0524,1.05639,193140
2012-03-07,1.05639,1.05924,1.05081,1.0565,165407
2012-03-08,1.05651,1.06689,1.05222,1.06429,179061
2012-03-09,1.06432,1.06625,1.05636,1.05743,171588
2012-03-11,1.05553,1.0574,1.05543,1.05598,4455
2012-03-12,1.05599,1.05599,1.04725,1.05297,143967
2012-03-13,1.05297,1.05605,1.04843,1.0539,144318
2012-03-14,1.0539,1.05484,1.0427,1.04376,164477
2012-03-15,1.04379,1.05534,1.04221,1.05167,165783
2012-03-16,1.05169,1.05965,1.05084,1.05839,134152
2012-03-18,1.05872,1.06121,1.05736,1.05996,5141
2012-03-19,1.05996,1.0636,1.05569,1.05955,125744
2012-03-20,1.05957,1.06241,1.0456,1.0483,161476
2012-03-21,1.0483,1.05261,1.04203,1.0458,162353
2012-03-22,1.04581,1.04825,1.03353,1.03981,195393
2012-03-23,1.03981,1.04815,1.03709,1.0464,153695
2012-03-25,1.04635,1.04906,1.04572,1.0485,6385
2012-03-26,1.04852,1.05451,1.04253,1.05264,137475
2012-03-27,1.05262,1.05566,1.04395,1.04408,139932
2012-03-28,1.0441,1.04459,1.0355,1.03902,171807
2012-03-29,1.03902,1.0396,1.03034,1.03725,188697
2012-03-30,1.03728,1.04145,1.03405,1.03429,149498
2012-04-01,1.0451,1.04512,1.04234,1.04243,9037
2012-04-02,1.04241,1.0444,1.03655,1.04245,152460
2012-04-03,1.04245,1.04641,1.03,1.03038,188300
2012-04-04,1.03036,1.031,1.02423,1.0278,185998
2012-04-05,1.02778,1.0322,1.02511,1.02925,147177
2012-04-06,1.02927,1.03352,1.02711,1.02972,49287
2012-04-08,1.02961,1.02989,1.02785,1.02892,4580
2012-04-09,1.02902,1.03318,1.02558,1.0305,77211
2012-04-10,1.0305,1.03552,1.02254,1.02261,174186
2012-04-11,1.02263,1.03317,1.02248,1.03175,178987
2012-04-12,1.03175,1.04491,1.03018,1.04355,185672
2012-04-13,1.04355,1.04515,1.03551,1.03665,167704
2012-04-15,1.03776,1.03791,1.03353,1.03382,7336
2012-04-16,1.03382,1.03781,1.03102,1.03504,168435
2012-04-17,1.03505,1.04175,1.03038,1.04045,157184
2012-04-18,1.04045,1.0415,1.03395,1.03681,152871
2012-04-19,1.03682,1.03899,1.03126,1.03432,188546
2012-04-20,1.03432,1.03823,1.03079,1.03727,138823
2012-04-22,1.03731,1.03829,1.03651,1.03808,3958
2012-04-23,1.03808,1.03819,1.02708,1.0306,128620
2012-04-24,1.03059,1.03353,1.0246,1.0333,150966
2012-04-25,1.03329,1.03745,1.03051,1.03597,145230
2012-04-26,1.03597,1.03984,1.03497,1.03685,138976
2012-04-27,1.03687,1.04734,1.0353,1.04658,140436
2012-04-29,1.04569,1.04685,1.045,1.04533,5131
2012-04-30,1.04534,1.04601,1.04054,1.04225,118631
2012-05-01,1.04225,1.04266,1.03041,1.0336,110234
2012-05-02,1.0336,1.0354,1.02836,1.0305,146679
2012-05-03,1.03051,1.03133,1.02385,1.02642,136239
2012-05-04,1.02642,1.02775,1.01689,1.01748,141776
2012-05-06,1.01462,1.0161,1.01128,1.01196,16495
2012-05-07,1.01198,1.0219,1.01089,1.02126,150637
2012-05-08,1.02126,1.02151,1.00875,1.00982,176989
2012-05-09,1.00983,1.01151,1.00202,1.00513,203570
2012-05-10,1.00512,1.01423,1.00465,1.00573,201856
2012-05-11,1.00572,1.00813,1.00171,1.00178,177955
2012-05-13,1.0008,1.0023,1.00059,1.00199,10228
2012-05-14,1.00198,1.00339,0.99545,0.99709,162612
